标称生产者信息,被抽样单位信息,产品信息,检验结果,主键,更新时间
紫兴园（北京）食品科技有限公司,紫兴园（北京）食品科技有限公司,"热加工糕点,热加工熟肉制品,速冻面米食品","本次检查发现不符合项（3）项，其中：重点项（0）项，项目序号分别是（）；一般项（3）项，项目序号分别是（2.1,2.11,7.1）。",110117-2023-1-000276,26/10/2023 10:00:00
北京原麦山丘食品有限公司,北京原麦山丘食品有限公司,"冷加工糕点,热加工糕点,速冻面米食品",完全合格,110117-2023-1-000339,26/10/2023 10:00:00
北京德丽可食品有限公司,北京德丽可食品有限公司,"蛋制品,调味料,其他罐头",完全合格,110117-2023-1-001823,26/10/2023 10:00:00
北京味食源食品科技有限责任公司,北京味食源食品科技有限责任公司,"调味料,食品用香精",完全合格,110117-2023-1-001936,30/10/2023 22:00:19
北京优尼克食品有限公司,北京优尼克食品有限公司,"冷加工糕点,热加工糕点,速冻面米食品",完全合格,110117-2023-1-001973,30/10/2023 22:00:31
北京原麦山丘食品有限公司,北京原麦山丘食品有限公司,"冷加工糕点,热加工糕点,速冻面米食品",完全合格,110117-2023-1-001985,30/10/2023 22:00:36
北京绿谷香源工贸有限公司,北京绿谷香源工贸有限公司,"调味料,食用植物油",完全合格,110117-2023-1-001987,30/10/2023 22:00:38
北京海鲸花养蜂专业合作社,北京海鲸花养蜂专业合作社,蜂蜜,完全合格,110117-2023-1-002706,23/11/2023 22:00:46
北京阿莲卡食品有限公司,北京阿莲卡食品有限公司,"饼干,固体饮料,其他方便食品",完全合格,110117-2023-1-002717,23/11/2023 22:00:53
北京鑫记伟业食品集团有限公司,北京鑫记伟业食品集团有限公司,"豆制品,固体饮料,其他方便食品,热加工糕点,速冻调制食品,速冻面米食品",完全合格,110228-2022-1-000498,26/10/2023 10:00:00
豆果乐园（北京）食品有限公司,豆果乐园（北京）食品有限公司,炒货食品及坚果制品,完全合格,110228-2022-1-001305,26/10/2023 10:00:00
北京不老保健饮料有限公司,北京不老保健饮料有限公司,瓶(桶)装饮用水,完全合格,110228-2023-1-000032,26/10/2023 10:00:00
北京金禾绿源农业科技有限公司,北京金禾绿源农业科技有限公司,"炒货食品及坚果制品,大米,其他粮食加工品,食用菌制品,蔬菜干制品,水果制品",完全合格,110228-2023-1-000230,26/10/2023 10:00:00
北京鑫帝酒业开发有限公司,北京鑫帝酒业开发有限公司,白酒,完全合格,110228-2023-1-000482,26/10/2023 10:00:00
建宏中天（北京）农业科技有限公司,建宏中天（北京）农业科技有限公司,"炒货食品及坚果制品,大米,蜜饯,其他粮食加工品,食用菌制品,食用植物油,蔬菜干制品,水果制品",完全合格,110228-2023-1-000546,26/10/2023 10:00:00
北京邑仕庄园酒业有限公司,北京邑仕庄园酒业有限公司,葡萄酒及果酒,完全合格,110228-2023-1-000565,26/10/2023 10:00:00
北京果果香食品有限公司,北京果果香食品有限公司,"炒货食品及坚果制品,大米,其他粮食加工品,食用菌制品,水果制品",完全合格,110228-2023-1-000667,26/10/2023 10:00:00
北京名都酒业有限公司,北京名都酒业有限公司,白酒,完全合格,110228-2023-1-000891,26/10/2023 10:00:00
彩盛咖啡茶（北京）有限公司,彩盛咖啡茶（北京）有限公司,"焙炒咖啡,茶叶,代用茶,调味茶",完全合格,110228-2023-1-000899,26/10/2023 10:00:00
北京荣盛祥和食品有限公司,北京荣盛祥和食品有限公司,热加工熟肉制品,完全合格,110228-2023-1-001118,26/10/2023 10:00:00
北京绿湖工贸有限责任公司,北京绿湖工贸有限责任公司,"调味料,食用植物油",完全合格,110228-2023-1-001666,26/10/2023 10:00:00
北京鑫帝发酒业有限责任公司,北京鑫帝发酒业有限责任公司,其他酒,完全合格,110228-2023-1-001688,26/10/2023 10:00:00
北京汇源生物科技有限公司,北京汇源生物科技有限公司,"果蔬汁类及其饮料,其他饮料",完全合格,110228-2023-1-001989,31/10/2023 22:00:06
北京汇源九龙沟绿色生态农业有限责任公司,北京汇源九龙沟绿色生态农业有限责任公司,果蔬汁类及其饮料,完全合格,110228-2023-1-002374,14/11/2023 22:01:44
北京北方大陆生物工程有限公司,北京北方大陆生物工程有限公司,"果蔬汁类及其饮料,其他饮料,软胶囊剂,软胶囊剂,软胶囊剂,软胶囊剂,软胶囊剂,软胶囊剂,软胶囊剂,软胶囊剂,软胶囊剂",完全合格,110229-2022-1-000435,26/10/2023 10:00:00
北京北方大陆生物工程有限公司,北京北方大陆生物工程有限公司,"果蔬汁类及其饮料,其他饮料,软胶囊剂,软胶囊剂,软胶囊剂,软胶囊剂,软胶囊剂,软胶囊剂,软胶囊剂,软胶囊剂,软胶囊剂",完全合格,110229-2022-1-000459,26/10/2023 10:00:00
北京乐得天然矿泉水有限责任公司,北京乐得天然矿泉水有限责任公司,瓶(桶)装饮用水,完全合格,110229-2022-1-000576,26/10/2023 10:00:00
北京四海田园农副产品加工有限责任公司,北京四海田园农副产品加工有限责任公司,代用茶,完全合格,110229-2023-1-000037,26/10/2023 10:00:00
豆果乐园（北京）食品有限公司,豆果乐园（北京）食品有限公司,炒货食品及坚果制品,完全合格,110228-2023-1-002002,31/10/2023 22:00:19
豆果乐园（北京）食品有限公司,豆果乐园（北京）食品有限公司,炒货食品及坚果制品,完全合格,110228-2023-1-002433,14/11/2023 22:02:07
北京名都酒业有限公司,北京名都酒业有限公司,白酒,完全合格,110228-2023-1-003017,6/12/2023 22:00:03
北京永宁八达岭酒业（集团）股份有限公司,北京永宁八达岭酒业（集团）股份有限公司,"白酒,其他酒",完全合格,110229-2023-1-000042,26/10/2023 10:00:00
北京一品全蜂产品有限公司,北京一品全蜂产品有限公司,蜂王浆(含蜂王浆冻干品),完全合格,110229-2023-1-001819,26/10/2023 10:00:00
北京维百客食品有限公司,北京维百客食品有限公司,热加工糕点,完全合格,110302-2023-1-001902,27/10/2023 22:00:10
法美高新气体（北京）有限公司,法美高新气体（北京）有限公司,食品添加剂,完全合格,110302-2023-1-001909,27/10/2023 22:00:19
古德西堤贸易（北京）有限公司,古德西堤贸易（北京）有限公司,焙炒咖啡,完全合格,110302-2023-1-001915,27/10/2023 22:00:26
北京奥金达农业科技发展有限公司,北京奥金达农业科技发展有限公司,"蜂花粉,蜂蜜,蜂王浆(含蜂王浆冻干品)",完全合格,110228-2023-1-001655,26/10/2023 10:00:00
北京汇华东泽生物有限公司,北京汇华东泽生物有限公司,"调味料,食品用香精",完全合格,110228-2023-1-001658,26/10/2023 10:00:00
北京百世醇香工贸有限公司,北京百世醇香工贸有限公司,热加工熟肉制品,完全合格,110228-2023-1-001680,26/10/2023 10:00:00
北京鑫记伟业食品集团有限公司,北京鑫记伟业食品集团有限公司,"豆制品,固体饮料,其他方便食品,热加工糕点,速冻调制食品,速冻面米食品",完全合格,110228-2023-1-001683,26/10/2023 10:00:00
金果园老农（北京）食品股份有限公司,金果园老农（北京）食品股份有限公司,"炒货食品及坚果制品,蜜饯,水果制品",完全合格,110229-2022-1-000448,26/10/2023 10:00:00
北京环绕东方农业科技有限公司,北京环绕东方农业科技有限公司,食用植物油,完全合格,110229-2023-1-001466,26/10/2023 10:00:00
北京庆和食品有限责任公司,北京庆和食品有限责任公司,豆制品,完全合格,110229-2023-1-001513,26/10/2023 10:00:00
美茵宝花草（北京）茶文化有限公司,美茵宝花草（北京）茶文化有限公司,"茶叶,代用茶,调味茶",本次检查发现不符合项（0）项，其中：重点项（）项，项目序号分别是（）；一般项（）项，项目序号分别是（）。,110302-2023-1-001757,26/10/2023 10:00:00
北京四季佳润餐饮有限责任公司,北京四季佳润餐饮有限责任公司,"调味料,其他粮食加工品,热加工糕点,热加工熟肉制品,熟制水产品,速冻调制食品,速冻面米食品",完全合格,110302-2023-1-001900,27/10/2023 22:00:08
北京吴裕泰茶业股份有限公司配送中心,北京吴裕泰茶业股份有限公司配送中心,"茶叶,代用茶",完全合格,110114-2022-1-000745,26/10/2023 10:00:00
北京正元聚鑫保健食品科技开发有限公司,北京正元聚鑫保健食品科技开发有限公司,"代用茶,固体饮料,颗粒剂,颗粒剂,颗粒剂,颗粒剂,颗粒剂,硬胶囊剂,硬胶囊剂,硬胶囊剂",完全合格,110114-2022-1-000781,26/10/2023 10:00:00
北京园霖昌顺农业种植专业合作社,北京园霖昌顺农业种植专业合作社,"代用茶,固体饮料,蜜饯,蔬菜干制品,水果制品",完全合格,110114-2022-1-000827,26/10/2023 10:00:00
北京黑六牧业科技有限公司,北京黑六牧业科技有限公司,热加工熟肉制品,完全合格,110114-2022-1-000829,26/10/2023 10:00:00
北京燕峰给水设备有限公司,北京燕峰给水设备有限公司,瓶(桶)装饮用水,"本次检查发现不符合项（4）项，其中：重点项（0）项，项目序号分别是（）；一般项（4）项，项目序号分别是（2.1,2.11,2.5,5.2）。",110114-2022-1-001058,26/10/2023 10:00:00
北京天周食品工业有限公司,北京天周食品工业有限公司,"包装饮用水,茶(类)饮料,果蔬汁类及其饮料,其他饮料,碳酸饮料(汽水)",完全合格,110114-2023-1-000821,26/10/2023 10:00:00
北京燕峰给水设备有限公司,北京燕峰给水设备有限公司,包装饮用水,完全合格,110114-2023-1-000835,26/10/2023 10:00:00
义利北冰洋（北京）食品有限公司,义利北冰洋（北京）食品有限公司,"果蔬汁类及其饮料,其他饮料,碳酸饮料(汽水)",完全合格,110114-2023-1-002126,3/11/2023 22:01:01
北京华都酿酒食品有限责任公司,北京华都酿酒食品有限责任公司,白酒,完全合格,110114-2023-1-002133,3/11/2023 22:01:07
北京得利斯食品有限公司,北京得利斯食品有限公司,"热加工熟肉制品,热加工熟肉制品",完全合格,110114-2023-1-002336,14/11/2023 22:00:38
北京金凤成祥商贸有限公司,北京金凤成祥商贸有限公司,"饼干,冷加工糕点,热加工糕点,速冻面米食品",完全合格,110115-2022-1-001095,26/10/2023 10:00:00
北京京酿调味品有限公司,北京京酿调味品有限公司,"调味料,果蔬汁类及其饮料,酱油,食醋",完全合格,110115-2022-1-001215,26/10/2023 10:00:00
北京和润乳制品厂,北京和润乳制品厂,"蛋白饮料,其他乳制品,液体乳",完全合格,110115-2023-1-000079,26/10/2023 10:00:00
北京盛岩水业有限公司,北京盛岩水业有限公司,瓶(桶)装饮用水,完全合格,110115-2023-1-000083,26/10/2023 10:00:00
北冰洋（北京）饮料食品有限公司,北冰洋（北京）饮料食品有限公司,碳酸饮料(汽水),完全合格,110115-2023-1-000085,26/10/2023 10:00:00
北京套娃小镇餐饮管理中心,北京套娃小镇餐饮管理中心,"饼干,冷加工糕点,热加工糕点,热加工熟肉制品",完全合格,110115-2023-1-000141,26/10/2023 10:00:00
北京金水池饮料有限公司,北京金水池饮料有限公司,瓶(桶)装饮用水,完全合格,110115-2023-1-000154,26/10/2023 10:00:00
北京汇瑞才生物科技有限公司,北京汇瑞才生物科技有限公司,复配食品添加剂,完全合格,110115-2023-1-000165,26/10/2023 10:00:00
北京盛岩水业有限公司,北京盛岩水业有限公司,瓶(桶)装饮用水,完全合格,110115-2023-1-000207,26/10/2023 10:00:00
北京康惠食品有限公司,北京康惠食品有限公司,"糕点,其他粮食加工品",完全合格,110115-2023-1-001060,26/10/2023 10:00:00
北京京茂香源科技发展有限公司,北京京茂香源科技发展有限公司,"调味料,食用植物油",完全合格,110115-2023-1-001064,26/10/2023 10:00:00
北京市雄飞百年食品厂,北京市雄飞百年食品厂,速冻面米食品,完全合格,110115-2023-1-001089,26/10/2023 10:00:00
北京北冰洋冷冻食品有限公司,北京北冰洋冷冻食品有限公司,冷冻饮品,完全合格,110115-2023-1-001123,26/10/2023 10:00:00
北京味之源调味品有限公司大兴分公司,北京味之源调味品有限公司大兴分公司,调味料,完全合格,110115-2023-1-002042,2/11/2023 22:00:21
北京津福瑞杰粮油贸易有限公司,北京津福瑞杰粮油贸易有限公司,食用植物油,完全合格,110115-2023-1-002129,3/11/2023 22:01:03
北京西餐食品有限公司,北京西餐食品有限公司,"调味料,发酵肉制品,非即食水产品,即食水产品,热加工熟肉制品,速冻调制食品,预制调理肉制品,腌腊肉制品",完全合格,110116-2022-1-000002,26/10/2023 10:00:00
北京西餐食品有限公司,北京西餐食品有限公司,"调味料,发酵肉制品,非即食水产品,即食水产品,热加工熟肉制品,速冻调制食品,预制调理肉制品,腌腊肉制品",完全合格,110116-2022-1-000027,26/10/2023 10:00:00
乐百氏（广东）饮用水有限公司北京分公司,乐百氏（广东）饮用水有限公司北京分公司,瓶(桶)装饮用水,完全合格,110116-2022-1-000058,26/10/2023 10:00:00
北京红螺食品有限公司,北京红螺食品有限公司,"冷加工糕点,蜜饯,其他罐头,热加工糕点,畜禽水产罐头",完全合格,110116-2022-1-000260,26/10/2023 10:00:00
北京广东健力宝饮料有限公司,北京广东健力宝饮料有限公司,"其他酒,其他饮料,碳酸饮料(汽水)",完全合格,110116-2022-1-000294,26/10/2023 10:00:00
北京滋美达食品有限公司,北京滋美达食品有限公司,"炒货食品及坚果制品,冷加工糕点,糖果",完全合格,110116-2022-1-000371,26/10/2023 10:00:00
北京御食园食品股份有限公司,北京御食园食品股份有限公司,"炒货食品及坚果制品,果蔬罐头,冷加工糕点,蜜饯,其他罐头,热加工糕点,热加工熟肉制品,薯类食品,水果制品,速冻调制食品,速冻面米食品",完全合格,110116-2022-1-000377,26/10/2023 10:00:00
颐寿园（北京）蜂产品有限公司,颐寿园（北京）蜂产品有限公司,"蜂产品制品,蜂花粉,蜂蜜,蜂王浆(含蜂王浆冻干品)",完全合格,110116-2022-1-000425,26/10/2023 10:00:00
北京西餐食品有限公司,北京西餐食品有限公司,"调味料,发酵肉制品,非即食水产品,即食水产品,热加工熟肉制品,速冻调制食品,预制调理肉制品,腌腊肉制品",完全合格,110116-2022-1-000877,26/10/2023 10:00:00
北京西餐食品有限公司,北京西餐食品有限公司,"调味料,发酵肉制品,非即食水产品,即食水产品,热加工熟肉制品,速冻调制食品,预制调理肉制品,腌腊肉制品",完全合格,110116-2022-1-000891,26/10/2023 10:00:00
